chromo	start	end	width	strand	name
2	316795	316801	7	-	Ste12
2	318123	318129	7	-	Ste12
2	362543	362549	7	+	Ste12
2	363491	363497	7	+	Ste12
2	364257	364263	7	+	Ste12
2	370987	370993	7	-	Ste12
2	371498	371504	7	-	Ste12
2	371714	371720	7	+	Ste12
2	371924	371930	7	-	Ste12
2	392397	392403	7	-	Ste12
2	405828	405834	7	-	Ste12
2	408252	408258	7	-	Ste12
2	408654	408660	7	+	Ste12
2	408773	408779	7	+	Ste12
2	408814	408820	7	-	Ste12
2	409004	409010	7	-	Ste12
2	409069	409075	7	-	Ste12
2	553276	553282	7	-	Ste12
2	553339	553345	7	+	Ste12
2	553407	553413	7	-	Ste12
2	554711	554717	7	-	Ste12
2	554936	554942	7	-	Ste12
2	555732	555738	7	+	Ste12
2	555818	555824	7	+	Ste12
2	556029	556035	7	+	Ste12
2	556052	556058	7	+	Ste12
2	556149	556155	7	+	Ste12
2	564817	564823	7	-	Ste12
2	564843	564849	7	-	Ste12
2	573688	573694	7	-	Ste12
2	573740	573746	7	+	Ste12
2	704454	704460	7	-	Ste12
3	27626	27632	7	-	Ste12
3	27784	27790	7	+	Ste12
3	27807	27813	7	+	Ste12
3	27829	27835	7	+	Ste12
3	27897	27903	7	-	Ste12
3	29901	29907	7	-	Ste12
3	71595	71601	7	+	Ste12
3	71616	71622	7	-	Ste12
3	71627	71633	7	-	Ste12
3	71643	71649	7	-	Ste12
3	122348	122354	7	-	Ste12
3	122399	122405	7	-	Ste12
3	124944	124950	7	-	Ste12
3	125435	125441	7	-	Ste12
3	125446	125452	7	-	Ste12
3	148961	148967	7	-	Ste12
3	267066	267072	7	-	Ste12
3	267077	267083	7	-	Ste12
3	267140	267146	7	+	Ste12
4	21065	21071	7	+	Ste12
4	21158	21164	7	-	Ste12
4	22598	22604	7	-	Ste12
4	135682	135688	7	-	Ste12
4	234324	234330	7	-	Ste12
4	234407	234413	7	-	Ste12
4	234739	234745	7	+	Ste12
4	296430	296436	7	+	Ste12
4	296754	296760	7	-	Ste12
4	362317	362323	7	-	Ste12
4	541473	541479	7	-	Ste12
4	541479	541485	7	-	Ste12
4	541543	541549	7	-	Ste12
4	541630	541636	7	+	Ste12
4	616383	616389	7	-	Ste12
4	616524	616530	7	+	Ste12
4	616607	616613	7	+	Ste12
4	617354	617360	7	+	Ste12
4	751145	751151	7	-	Ste12
4	794304	794310	7	-	Ste12
4	794893	794899	7	-	Ste12
4	795294	795300	7	+	Ste12
4	959943	959949	7	-	Ste12
4	1080250	1080256	7	+	Ste12
4	1080329	1080335	7	-	Ste12
4	1080429	1080435	7	+	Ste12
4	1080440	1080446	7	+	Ste12
4	1080469	1080475	7	+	Ste12
4	1080833	1080839	7	-	Ste12
4	1080997	1081003	7	+	Ste12
4	1084346	1084352	7	-	Ste12
4	1084637	1084643	7	-	Ste12
4	1087055	1087061	7	+	Ste12
4	1087182	1087188	7	-	Ste12
4	1087219	1087225	7	-	Ste12
4	1087230	1087236	7	-	Ste12
4	1222232	1222238	7	-	Ste12
4	1222618	1222624	7	-	Ste12
4	1229743	1229749	7	+	Ste12
4	1379730	1379736	7	-	Ste12
4	1384857	1384863	7	+	Ste12
4	1384971	1384977	7	-	Ste12
4	1489817	1489823	7	-	Ste12
4	1497841	1497847	7	-	Ste12
4	1498099	1498105	7	+	Ste12
4	1503217	1503223	7	-	Ste12
5	77585	77591	7	-	Ste12
5	239802	239808	7	-	Ste12
5	248412	248418	7	-	Ste12
5	249850	249856	7	+	Ste12
5	399262	399268	7	+	Ste12
5	399297	399303	7	-	Ste12
5	434030	434036	7	-	Ste12
5	434083	434089	7	-	Ste12
5	434174	434180	7	-	Ste12
5	437878	437884	7	+	Ste12
5	438961	438967	7	-	Ste12
5	482918	482924	7	-	Ste12
5	483175	483181	7	+	Ste12
5	483194	483200	7	+	Ste12
5	567280	567286	7	-	Ste12
6	54947	54953	7	+	Ste12
6	54978	54984	7	+	Ste12
6	82255	82261	7	-	Ste12
6	82381	82387	7	-	Ste12
6	100048	100054	7	-	Ste12
6	137212	137218	7	+	Ste12
7	140147	140153	7	+	Ste12
7	196438	196444	7	-	Ste12
7	197438	197444	7	+	Ste12
7	197546	197552	7	+	Ste12
7	197782	197788	7	+	Ste12
7	198034	198040	7	+	Ste12
7	206973	206979	7	+	Ste12
7	289527	289533	7	+	Ste12
7	318778	318784	7	-	Ste12
7	328001	328007	7	-	Ste12
7	375909	375915	7	+	Ste12
7	441192	441198	7	-	Ste12
7	441261	441267	7	+	Ste12
7	443368	443374	7	+	Ste12
7	443563	443569	7	-	Ste12
7	516466	516472	7	-	Ste12
7	516497	516503	7	+	Ste12
7	547657	547663	7	+	Ste12
7	547799	547805	7	+	Ste12
7	547942	547948	7	+	Ste12
7	682256	682262	7	+	Ste12
7	682546	682552	7	-	Ste12
7	700305	700311	7	+	Ste12
7	703274	703280	7	-	Ste12
7	878313	878319	7	+	Ste12
7	878715	878721	7	-	Ste12
7	897298	897304	7	-	Ste12
7	897411	897417	7	+	Ste12
7	897421	897427	7	-	Ste12
7	939381	939387	7	-	Ste12
7	939409	939415	7	+	Ste12
7	939542	939548	7	+	Ste12
7	939684	939690	7	-	Ste12
7	939778	939784	7	+	Ste12
7	958414	958420	7	-	Ste12
7	958709	958715	7	+	Ste12
7	989564	989570	7	+	Ste12
7	989784	989790	7	-	Ste12
8	115033	115039	7	-	Ste12
8	115170	115176	7	-	Ste12
8	115290	115296	7	-	Ste12
8	115308	115314	7	+	Ste12
8	115318	115324	7	-	Ste12
8	115552	115558	7	-	Ste12
8	220623	220629	7	-	Ste12
8	271553	271559	7	+	Ste12
8	271763	271769	7	-	Ste12
8	272125	272131	7	-	Ste12
8	273702	273708	7	-	Ste12
8	273731	273737	7	+	Ste12
8	273741	273747	7	-	Ste12
8	273783	273789	7	-	Ste12
8	273799	273805	7	+	Ste12
8	273808	273814	7	-	Ste12
8	274050	274056	7	+	Ste12
8	288839	288845	7	+	Ste12
8	289112	289118	7	+	Ste12
8	289949	289955	7	+	Ste12
8	289965	289971	7	-	Ste12
8	290821	290827	7	+	Ste12
8	401265	401271	7	-	Ste12
8	465951	465957	7	-	Ste12
8	466252	466258	7	-	Ste12
8	466271	466277	7	-	Ste12
8	466355	466361	7	-	Ste12
8	508874	508880	7	+	Ste12
8	509047	509053	7	+	Ste12
9	127098	127104	7	+	Ste12
9	127291	127297	7	-	Ste12
9	127503	127509	7	-	Ste12
9	127923	127929	7	+	Ste12
9	141655	141661	7	+	Ste12
9	141806	141812	7	+	Ste12
9	142872	142878	7	+	Ste12
9	285134	285140	7	-	Ste12
9	285546	285552	7	+	Ste12
9	322066	322072	7	-	Ste12
9	322156	322162	7	-	Ste12
9	395329	395335	7	-	Ste12
9	397148	397154	7	+	Ste12
10	69061	69067	7	-	Ste12
10	79596	79602	7	-	Ste12
10	79908	79914	7	+	Ste12
10	113760	113766	7	-	Ste12
10	115785	115791	7	+	Ste12
10	140180	140186	7	+	Ste12
10	144791	144797	7	+	Ste12
10	535900	535906	7	+	Ste12
10	537566	537572	7	+	Ste12
10	537610	537616	7	+	Ste12
10	537963	537969	7	+	Ste12
10	590761	590767	7	+	Ste12
10	709970	709976	7	-	Ste12
10	711180	711186	7	+	Ste12
11	46451	46457	7	-	Ste12
11	84547	84553	7	+	Ste12
11	84596	84602	7	+	Ste12
11	112552	112558	7	-	Ste12
11	113152	113158	7	+	Ste12
11	245247	245253	7	+	Ste12
11	245330	245336	7	-	Ste12
11	245507	245513	7	+	Ste12
11	245742	245748	7	-	Ste12
11	259454	259460	7	+	Ste12
11	259493	259499	7	+	Ste12
11	260146	260152	7	+	Ste12
11	261516	261522	7	+	Ste12
11	437390	437396	7	+	Ste12
11	462941	462947	7	+	Ste12
11	463321	463327	7	-	Ste12
11	471156	471162	7	-	Ste12
11	471182	471188	7	+	Ste12
11	516858	516864	7	+	Ste12
11	516959	516965	7	+	Ste12
11	518875	518881	7	+	Ste12
11	518917	518923	7	+	Ste12
11	557073	557079	7	+	Ste12
11	580714	580720	7	-	Ste12
11	610741	610747	7	+	Ste12
12	300305	300311	7	+	Ste12
12	300313	300319	7	+	Ste12
12	300487	300493	7	+	Ste12
12	348273	348279	7	+	Ste12
12	348290	348296	7	-	Ste12
12	348647	348653	7	+	Ste12
12	573399	573405	7	-	Ste12
12	573409	573415	7	+	Ste12
12	790045	790051	7	+	Ste12
12	790160	790166	7	+	Ste12
12	790317	790323	7	+	Ste12
12	792487	792493	7	+	Ste12
12	833714	833720	7	-	Ste12
12	950092	950098	7	-	Ste12
12	1041603	1041609	7	+	Ste12
12	1041623	1041629	7	-	Ste12
13	181225	181231	7	+	Ste12
13	181308	181314	7	-	Ste12
13	181334	181340	7	+	Ste12
13	221194	221200	7	+	Ste12
13	259782	259788	7	+	Ste12
13	298146	298152	7	-	Ste12
13	353496	353502	7	+	Ste12
13	399579	399585	7	+	Ste12
13	399679	399685	7	+	Ste12
13	413605	413611	7	+	Ste12
13	413616	413622	7	+	Ste12
13	482271	482277	7	-	Ste12
13	482333	482339	7	+	Ste12
13	540545	540551	7	-	Ste12
13	540668	540674	7	+	Ste12
13	540834	540840	7	-	Ste12
13	540915	540921	7	+	Ste12
13	540962	540968	7	+	Ste12
13	541176	541182	7	+	Ste12
13	589573	589579	7	+	Ste12
13	626434	626440	7	+	Ste12
13	659598	659604	7	-	Ste12
13	736704	736710	7	-	Ste12
13	742746	742752	7	+	Ste12
13	747971	747977	7	+	Ste12
13	748165	748171	7	+	Ste12
13	759331	759337	7	+	Ste12
13	880484	880490	7	-	Ste12
13	880599	880605	7	+	Ste12
13	880625	880631	7	+	Ste12
14	17757	17763	7	+	Ste12
14	17813	17819	7	-	Ste12
14	17957	17963	7	+	Ste12
14	34659	34665	7	-	Ste12
14	68508	68514	7	-	Ste12
14	68888	68894	7	-	Ste12
14	110747	110753	7	+	Ste12
14	110758	110764	7	+	Ste12
14	129253	129259	7	+	Ste12
14	129264	129270	7	+	Ste12
14	202063	202069	7	-	Ste12
14	202192	202198	7	-	Ste12
14	202251	202257	7	+	Ste12
14	202336	202342	7	+	Ste12
14	254131	254137	7	-	Ste12
14	276111	276117	7	-	Ste12
14	276144	276150	7	-	Ste12
14	276162	276168	7	-	Ste12
14	301179	301185	7	-	Ste12
14	301467	301473	7	+	Ste12
14	301610	301616	7	-	Ste12
14	302564	302570	7	-	Ste12
14	302658	302664	7	-	Ste12
14	335888	335894	7	-	Ste12
14	424650	424656	7	+	Ste12
14	424879	424885	7	-	Ste12
14	462317	462323	7	+	Ste12
14	529726	529732	7	+	Ste12
14	529759	529765	7	+	Ste12
14	586100	586106	7	-	Ste12
14	586131	586137	7	+	Ste12
14	586141	586147	7	-	Ste12
14	586528	586534	7	+	Ste12
14	661410	661416	7	+	Ste12
14	662156	662162	7	-	Ste12
14	662708	662714	7	-	Ste12
14	703152	703158	7	+	Ste12
14	703348	703354	7	+	Ste12
14	703463	703469	7	+	Ste12
14	703484	703490	7	-	Ste12
14	703499	703505	7	-	Ste12
14	703510	703516	7	-	Ste12
14	703528	703534	7	-	Ste12
14	724466	724472	7	-	Ste12
14	727579	727585	7	+	Ste12
15	27363	27369	7	+	Ste12
15	27593	27599	7	-	Ste12
15	28235	28241	7	-	Ste12
15	28661	28667	7	+	Ste12
15	39833	39839	7	+	Ste12
15	40695	40701	7	+	Ste12
15	106386	106392	7	-	Ste12
15	116004	116010	7	+	Ste12
15	116048	116054	7	+	Ste12
15	116065	116071	7	-	Ste12
15	167124	167130	7	-	Ste12
15	168000	168006	7	+	Ste12
15	168112	168118	7	+	Ste12
15	168693	168699	7	+	Ste12
15	267962	267968	7	+	Ste12
15	268137	268143	7	-	Ste12
15	448550	448556	7	+	Ste12
15	448910	448916	7	+	Ste12
15	449121	449127	7	+	Ste12
15	449149	449155	7	+	Ste12
15	502568	502574	7	-	Ste12
15	502714	502720	7	-	Ste12
15	504466	504472	7	+	Ste12
15	571164	571170	7	+	Ste12
15	571915	571921	7	-	Ste12
15	685662	685668	7	-	Ste12
15	780829	780835	7	+	Ste12
15	797139	797145	7	-	Ste12
15	797228	797234	7	-	Ste12
15	797595	797601	7	+	Ste12
15	954123	954129	7	+	Ste12
15	954186	954192	7	-	Ste12
15	1058005	1058011	7	-	Ste12
15	1059044	1059050	7	-	Ste12
15	1059322	1059328	7	+	Ste12
15	1059443	1059449	7	-	Ste12
16	183231	183237	7	+	Ste12
16	183392	183398	7	-	Ste12
16	183433	183439	7	+	Ste12
16	183554	183560	7	+	Ste12
16	214134	214140	7	-	Ste12
16	214793	214799	7	-	Ste12
16	215089	215095	7	-	Ste12
16	215486	215492	7	-	Ste12
16	242899	242905	7	-	Ste12
16	243036	243042	7	+	Ste12
16	256811	256817	7	-	Ste12
16	257029	257035	7	-	Ste12
16	277789	277795	7	+	Ste12
16	278155	278161	7	+	Ste12
16	451629	451635	7	-	Ste12
16	463906	463912	7	+	Ste12
16	463980	463986	7	-	Ste12
16	464090	464096	7	+	Ste12
16	566843	566849	7	+	Ste12
16	567023	567029	7	-	Ste12
16	567084	567090	7	-	Ste12
16	697001	697007	7	+	Ste12
16	770607	770613	7	+	Ste12
16	771076	771082	7	+	Ste12
16	778291	778297	7	+	Ste12
16	781807	781813	7	+	Ste12
16	781826	781832	7	-	Ste12
16	781891	781897	7	-	Ste12
16	781959	781965	7	+	Ste12
16	798945	798951	7	+	Ste12
16	798956	798962	7	+	Ste12
16	821429	821435	7	+	Ste12
16	821657	821663	7	-	Ste12
16	821708	821714	7	+	Ste12
16	821770	821776	7	+	Ste12
16	821849	821855	7	+	Ste12
16	822231	822237	7	+	Ste12
16	822380	822386	7	-	Ste12
16	875032	875038	7	+	Ste12
16	875110	875116	7	+	Ste12
16	875234	875240	7	-	Ste12
16	875285	875291	7	-	Ste12
16	882138	882144	7	+	Ste12
16	882874	882880	7	+	Ste12
16	883714	883720	7	-	Ste12
1	151274	151280	7	+	Stp1
2	21385	21391	7	+	Stp1
2	21571	21577	7	-	Stp1
2	324210	324216	7	+	Stp1
2	324277	324283	7	+	Stp1
3	78161	78167	7	+	Stp1
3	78579	78585	7	+	Stp1
3	78610	78616	7	+	Stp1
3	78623	78629	7	+	Stp1
3	149232	149238	7	+	Stp1
4	103487	103493	7	-	Stp1
4	133040	133046	7	-	Stp1
4	542511	542517	7	+	Stp1
4	550977	550983	7	+	Stp1
4	550986	550992	7	-	Stp1
4	600044	600050	7	-	Stp1
4	600078	600084	7	-	Stp1
4	658127	658133	7	-	Stp1
4	746579	746585	7	-	Stp1
4	830476	830482	7	-	Stp1
4	1468812	1468818	7	-	Stp1
4	1468884	1468890	7	+	Stp1
4	1468896	1468902	7	-	Stp1
4	1469207	1469213	7	+	Stp1
5	66911	66917	7	-	Stp1
5	69459	69465	7	+	Stp1
5	239863	239869	7	+	Stp1
7	598864	598870	7	+	Stp1
7	598982	598988	7	+	Stp1
7	599023	599029	7	+	Stp1
7	599072	599078	7	-	Stp1
8	412819	412825	7	-	Stp1
9	350521	350527	7	+	Stp1
10	60665	60671	7	+	Stp1
10	121781	121787	7	+	Stp1
10	415863	415869	7	-	Stp1
10	459518	459524	7	+	Stp1
10	633245	633251	7	+	Stp1
11	151102	151108	7	-	Stp1
12	329433	329439	7	+	Stp1
12	329510	329516	7	+	Stp1
12	329596	329602	7	-	Stp1
14	715991	715997	7	-	Stp1
15	83265	83271	7	-	Stp1
15	96545	96551	7	-	Stp1
15	97068	97074	7	-	Stp1
15	312668	312674	7	-	Stp1
15	312810	312816	7	+	Stp1
15	758183	758189	7	+	Stp1
15	836739	836745	7	+	Stp1
15	837193	837199	7	-	Stp1
15	837219	837225	7	+	Stp1
16	24809	24815	7	-	Stp1
16	40500	40506	7	-	Stp1
16	40530	40536	7	-	Stp1
16	73147	73153	7	+	Stp1
1	68574	68588	15	-	Stp4
1	108820	108828	9	-	Sum1
2	274100	274108	9	+	Sum1
2	318069	318077	9	+	Sum1
2	389991	389999	9	+	Sum1
2	390021	390029	9	+	Sum1
2	410820	410828	9	+	Sum1
2	537607	537615	9	+	Sum1
2	589594	589602	9	-	Sum1
3	41994	42002	9	-	Sum1
3	42064	42072	9	+	Sum1
4	400838	400846	9	+	Sum1
4	541417	541425	9	+	Sum1
4	1022342	1022350	9	+	Sum1
4	1022550	1022558	9	-	Sum1
4	1022596	1022604	9	-	Sum1
4	1084434	1084442	9	+	Sum1
4	1109866	1109874	9	+	Sum1
4	1110443	1110451	9	+	Sum1
5	372167	372175	9	+	Sum1
6	51231	51239	9	-	Sum1
6	114089	114097	9	-	Sum1
6	114133	114141	9	+	Sum1
6	167685	167693	9	+	Sum1
6	223056	223064	9	+	Sum1
6	223072	223080	9	+	Sum1
7	185512	185520	9	-	Sum1
7	249679	249687	9	+	Sum1
7	607276	607284	9	-	Sum1
7	1004374	1004382	9	-	Sum1
7	1011319	1011327	9	-	Sum1
7	1012316	1012324	9	+	Sum1
8	356318	356326	9	-	Sum1
8	356342	356350	9	-	Sum1
8	356479	356487	9	+	Sum1
8	465874	465882	9	+	Sum1
8	472646	472654	9	-	Sum1
8	475534	475542	9	+	Sum1
9	408201	408209	9	+	Sum1
10	360020	360028	9	-	Sum1
10	578764	578772	9	-	Sum1
10	578776	578784	9	+	Sum1
11	114956	114964	9	+	Sum1
11	114968	114976	9	-	Sum1
11	468488	468496	9	+	Sum1
11	507415	507423	9	+	Sum1
12	140647	140655	9	+	Sum1
12	140967	140975	9	+	Sum1
12	293737	293745	9	+	Sum1
12	747773	747781	9	+	Sum1
12	794879	794887	9	+	Sum1
13	810941	810949	9	-	Sum1
13	810972	810980	9	+	Sum1
14	40448	40456	9	+	Sum1
14	40466	40474	9	+	Sum1
14	259377	259385	9	-	Sum1
14	259435	259443	9	-	Sum1
15	126784	126792	9	-	Sum1
15	353992	354000	9	+	Sum1
15	745503	745511	9	-	Sum1
15	807203	807211	9	-	Sum1
15	1025683	1025691	9	-	Sum1
16	99217	99225	9	-	Sum1
16	411821	411829	9	-	Sum1
16	411992	412000	9	+	Sum1
1	45240	45245	6	+	Sut1
1	45382	45387	6	+	Sut1
1	45436	45441	6	+	Sut1
1	45651	45656	6	+	Sut1
1	45710	45715	6	-	Sut1
1	45812	45817	6	+	Sut1
2	117116	117121	6	-	Sut1
2	136425	136430	6	+	Sut1
2	136430	136435	6	+	Sut1
2	164907	164912	6	-	Sut1
2	165122	165127	6	+	Sut1
2	165143	165148	6	+	Sut1
2	165159	165164	6	+	Sut1
2	165198	165203	6	-	Sut1
2	165480	165485	6	+	Sut1
2	378855	378860	6	+	Sut1
3	124726	124731	6	+	Sut1
3	227947	227952	6	-	Sut1
3	228008	228013	6	+	Sut1
4	13681	13686	6	+	Sut1
4	13712	13717	6	+	Sut1
4	13852	13857	6	-	Sut1
4	13867	13872	6	-	Sut1
4	13882	13887	6	-	Sut1
4	76837	76842	6	-	Sut1
4	76998	77003	6	-	Sut1
4	77141	77146	6	-	Sut1
4	542419	542424	6	-	Sut1
4	542458	542463	6	-	Sut1
4	542511	542516	6	+	Sut1
4	600045	600050	6	-	Sut1
4	721755	721760	6	-	Sut1
4	722054	722059	6	+	Sut1
4	722071	722076	6	+	Sut1
4	722603	722608	6	-	Sut1
4	722628	722633	6	+	Sut1
4	722973	722978	6	-	Sut1
4	1345537	1345542	6	+	Sut1
4	1345596	1345601	6	+	Sut1
5	238166	238171	6	-	Sut1
5	242018	242023	6	+	Sut1
5	242048	242053	6	+	Sut1
5	242365	242370	6	-	Sut1
5	243036	243041	6	+	Sut1
5	461737	461742	6	-	Sut1
5	461874	461879	6	-	Sut1
5	461966	461971	6	+	Sut1
5	461979	461984	6	-	Sut1
5	462026	462031	6	-	Sut1
5	462070	462075	6	+	Sut1
5	462139	462144	6	-	Sut1
5	462158	462163	6	-	Sut1
5	462384	462389	6	-	Sut1
7	196638	196643	6	-	Sut1
7	196934	196939	6	-	Sut1
7	197390	197395	6	-	Sut1
7	197526	197531	6	+	Sut1
7	205787	205792	6	-	Sut1
7	205845	205850	6	+	Sut1
7	206456	206461	6	+	Sut1
7	326418	326423	6	+	Sut1
7	326673	326678	6	+	Sut1
7	397820	397825	6	-	Sut1
7	397990	397995	6	+	Sut1
7	398052	398057	6	-	Sut1
7	398073	398078	6	-	Sut1
7	557798	557803	6	+	Sut1
7	557836	557841	6	+	Sut1
7	557853	557858	6	+	Sut1
7	557877	557882	6	+	Sut1
7	625082	625087	6	-	Sut1
7	625263	625268	6	+	Sut1
7	625291	625296	6	-	Sut1
7	625312	625317	6	-	Sut1
7	625321	625326	6	-	Sut1
7	986961	986966	6	+	Sut1
7	987002	987007	6	+	Sut1
7	987105	987110	6	-	Sut1
7	987228	987233	6	+	Sut1
7	987270	987275	6	-	Sut1
7	987393	987398	6	+	Sut1
7	987401	987406	6	-	Sut1
7	987446	987451	6	-	Sut1
7	987522	987527	6	+	Sut1
7	987586	987591	6	+	Sut1
7	987592	987597	6	+	Sut1
7	987616	987621	6	+	Sut1
8	267132	267137	6	+	Sut1
8	267145	267150	6	+	Sut1
8	267186	267191	6	+	Sut1
8	293651	293656	6	+	Sut1
8	294046	294051	6	-	Sut1
8	294221	294226	6	-	Sut1
9	130095	130100	6	-	Sut1
9	130110	130115	6	-	Sut1
9	130126	130131	6	+	Sut1
9	130496	130501	6	+	Sut1
9	138378	138383	6	-	Sut1
9	138404	138409	6	+	Sut1
9	138557	138562	6	-	Sut1
9	138605	138610	6	-	Sut1
9	138650	138655	6	+	Sut1
9	139295	139300	6	-	Sut1
9	332641	332646	6	-	Sut1
9	332889	332894	6	-	Sut1
9	395308	395313	6	+	Sut1
9	395654	395659	6	+	Sut1
10	60269	60274	6	-	Sut1
10	60441	60446	6	-	Sut1
10	60665	60670	6	+	Sut1
10	68932	68937	6	-	Sut1
10	139800	139805	6	+	Sut1
10	223636	223641	6	+	Sut1
10	223785	223790	6	-	Sut1
10	224076	224081	6	-	Sut1
10	224186	224191	6	+	Sut1
10	224381	224386	6	-	Sut1
10	224538	224543	6	-	Sut1
10	228628	228633	6	+	Sut1
10	459518	459523	6	+	Sut1
11	230348	230353	6	-	Sut1
11	230435	230440	6	+	Sut1
11	230759	230764	6	-	Sut1
11	230804	230809	6	-	Sut1
11	230851	230856	6	-	Sut1
11	230866	230871	6	+	Sut1
11	230871	230876	6	+	Sut1
11	230910	230915	6	+	Sut1
11	230982	230987	6	-	Sut1
11	231019	231024	6	-	Sut1
11	231042	231047	6	-	Sut1
11	231062	231067	6	+	Sut1
11	231105	231110	6	+	Sut1
11	231125	231130	6	+	Sut1
11	231132	231137	6	-	Sut1
11	231186	231191	6	+	Sut1
11	231215	231220	6	-	Sut1
11	231220	231225	6	-	Sut1
11	231226	231231	6	-	Sut1
11	231243	231248	6	+	Sut1
11	231319	231324	6	-	Sut1
11	231526	231531	6	+	Sut1
11	259460	259465	6	+	Sut1
11	260283	260288	6	+	Sut1
11	260314	260319	6	+	Sut1
11	260370	260375	6	+	Sut1
11	260730	260735	6	+	Sut1
11	321425	321430	6	+	Sut1
11	321527	321532	6	-	Sut1
11	322111	322116	6	-	Sut1
11	322206	322211	6	-	Sut1
11	322388	322393	6	-	Sut1
11	456896	456901	6	+	Sut1
11	456926	456931	6	-	Sut1
11	456947	456952	6	-	Sut1
11	456964	456969	6	+	Sut1
11	580653	580658	6	-	Sut1
11	580679	580684	6	+	Sut1
11	580853	580858	6	+	Sut1
11	580869	580874	6	+	Sut1
11	580897	580902	6	-	Sut1
11	580931	580936	6	-	Sut1
11	580971	580976	6	+	Sut1
11	630316	630321	6	+	Sut1
11	645158	645163	6	-	Sut1
12	37098	37103	6	+	Sut1
12	37124	37129	6	-	Sut1
12	370237	370242	6	-	Sut1
12	370372	370377	6	-	Sut1
12	370743	370748	6	+	Sut1
12	371287	371292	6	-	Sut1
12	371326	371331	6	-	Sut1
12	371339	371344	6	-	Sut1
12	504464	504469	6	+	Sut1
12	669144	669149	6	-	Sut1
12	737781	737786	6	-	Sut1
12	737860	737865	6	+	Sut1
12	737893	737898	6	-	Sut1
12	737899	737904	6	+	Sut1
12	737924	737929	6	+	Sut1
12	737988	737993	6	+	Sut1
12	783755	783760	6	+	Sut1
12	783787	783792	6	+	Sut1
12	783807	783812	6	-	Sut1
12	783828	783833	6	+	Sut1
12	783949	783954	6	+	Sut1
12	784363	784368	6	-	Sut1
12	784425	784430	6	+	Sut1
12	784497	784502	6	+	Sut1
12	792541	792546	6	-	Sut1
12	794751	794756	6	-	Sut1
13	133151	133156	6	+	Sut1
13	133242	133247	6	-	Sut1
13	258855	258860	6	+	Sut1
13	259179	259184	6	+	Sut1
13	287310	287315	6	-	Sut1
13	287574	287579	6	+	Sut1
13	287610	287615	6	-	Sut1
13	287657	287662	6	-	Sut1
13	287805	287810	6	-	Sut1
13	287829	287834	6	+	Sut1
13	306198	306203	6	-	Sut1
13	306251	306256	6	-	Sut1
13	306268	306273	6	+	Sut1
13	306293	306298	6	+	Sut1
13	306344	306349	6	+	Sut1
13	306422	306427	6	-	Sut1
13	306500	306505	6	-	Sut1
13	306561	306566	6	+	Sut1
13	306589	306594	6	+	Sut1
13	306635	306640	6	-	Sut1
13	306671	306676	6	+	Sut1
13	306852	306857	6	-	Sut1
13	307103	307108	6	-	Sut1
13	307317	307322	6	+	Sut1
13	408583	408588	6	-	Sut1
13	408618	408623	6	-	Sut1
13	408673	408678	6	+	Sut1
13	408689	408694	6	+	Sut1
13	408705	408710	6	+	Sut1
13	408808	408813	6	+	Sut1
13	408859	408864	6	+	Sut1
13	408886	408891	6	+	Sut1
13	431426	431431	6	+	Sut1
13	431581	431586	6	-	Sut1
13	434001	434006	6	-	Sut1
13	434326	434331	6	-	Sut1
13	434462	434467	6	+	Sut1
13	434582	434587	6	+	Sut1
13	540510	540515	6	+	Sut1
13	540565	540570	6	+	Sut1
13	540620	540625	6	+	Sut1
13	540761	540766	6	+	Sut1
13	540779	540784	6	+	Sut1
13	540790	540795	6	-	Sut1
13	541065	541070	6	-	Sut1
13	826683	826688	6	+	Sut1
13	826733	826738	6	+	Sut1
14	217457	217462	6	+	Sut1
14	217488	217493	6	-	Sut1
14	301381	301386	6	-	Sut1
14	301412	301417	6	-	Sut1
14	301474	301479	6	+	Sut1
14	301814	301819	6	+	Sut1
14	301866	301871	6	-	Sut1
14	301947	301952	6	+	Sut1
14	302292	302297	6	-	Sut1
14	302506	302511	6	-	Sut1
15	24646	24651	6	+	Sut1
15	27755	27760	6	-	Sut1
15	27881	27886	6	+	Sut1
15	28091	28096	6	+	Sut1
15	383046	383051	6	-	Sut1
15	424154	424159	6	+	Sut1
15	424251	424256	6	-	Sut1
15	511504	511509	6	-	Sut1
15	520185	520190	6	+	Sut1
15	520632	520637	6	-	Sut1
15	520719	520724	6	+	Sut1
15	520728	520733	6	-	Sut1
15	520761	520766	6	-	Sut1
15	520773	520778	6	+	Sut1
15	520790	520795	6	+	Sut1
15	520882	520887	6	-	Sut1
15	520906	520911	6	+	Sut1
15	579854	579859	6	+	Sut1
15	579878	579883	6	+	Sut1
15	579911	579916	6	+	Sut1
15	618546	618551	6	+	Sut1
15	618577	618582	6	-	Sut1
15	619057	619062	6	-	Sut1
15	619191	619196	6	+	Sut1
15	619262	619267	6	+	Sut1
15	619349	619354	6	+	Sut1
15	619425	619430	6	-	Sut1
15	619527	619532	6	+	Sut1
15	638984	638989	6	-	Sut1
15	639020	639025	6	+	Sut1
15	639035	639040	6	-	Sut1
15	670969	670974	6	+	Sut1
15	671115	671120	6	+	Sut1
15	671138	671143	6	+	Sut1
15	671268	671273	6	-	Sut1
15	671306	671311	6	+	Sut1
15	671717	671722	6	+	Sut1
15	671723	671728	6	+	Sut1
16	114521	114526	6	+	Sut1
